person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,emp_length_clean,int_rate_clean,lti_ratio,default_history_flag,risk_tier
25,110000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,18000,,0,0.16,False,2,9.0,7.33,0.164,0,Tier 2: Medium Risk (Standard)
26,70000,RENT,6.0,HOMEIMPROVEMENT,A,12000,6.99,0,0.17,False,3,6.0,6.99,0.171,0,Tier 2: Medium Risk (Standard)
27,125000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,24000,6.91,0,0.19,False,8,1.0,6.91,0.192,0,Tier 2: Medium Risk (Standard)
25,62000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,6000,7.88,0,0.1,False,4,6.0,7.88,0.097,0,Tier 1: Low Risk (Prime)
38,60000,MORTGAGE,,DEBTCONSOLIDATION,A,12000,7.66,0,0.2,False,15,0.0,7.66,0.2,0,Tier 2: Medium Risk (Standard)
21,36895,RENT,6.0,MEDICAL,A,4200,9.32,0,0.11,False,3,6.0,9.32,0.114,0,Tier 1: Low Risk (Prime)
33,40000,RENT,6.0,VENTURE,A,3000,5.42,0,0.07,False,10,6.0,5.42,0.075,0,Tier 1: Low Risk (Prime)
24,50000,RENT,1.0,HOMEIMPROVEMENT,A,12000,7.51,0,0.24,False,4,1.0,7.51,0.24,0,Tier 2: Medium Risk (Standard)
25,38400,OWN,9.0,EDUCATION,A,1000,6.62,0,0.03,False,2,9.0,6.62,0.026,0,Tier 1: Low Risk (Prime)
25,32000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,2500,7.68,1,0.08,False,3,1.0,7.68,0.078,0,Tier 1: Low Risk (Prime)
23,36996,OWN,4.0,MEDICAL,A,10000,7.51,0,0.27,False,3,4.0,7.51,0.27,0,Tier 2: Medium Risk (Standard)
37,42500,RENT,1.0,MEDICAL,A,3600,7.88,0,0.08,False,12,1.0,7.88,0.085,0,Tier 1: Low Risk (Prime)
24,85000,RENT,0.0,HOMEIMPROVEMENT,A,16000,6.91,0,0.19,False,3,0.0,6.91,0.188,0,Tier 2: Medium Risk (Standard)
30,43000,RENT,1.0,MEDICAL,A,3200,8.0,0,0.07,False,5,1.0,8.0,0.074,0,Tier 1: Low Risk (Prime)
23,60000,RENT,2.0,DEBTCONSOLIDATION,A,5000,,0,0.08,False,3,2.0,7.33,0.083,0,Tier 1: Low Risk (Prime)
27,78000,MORTGAGE,1.0,VENTURE,A,5125,8.59,0,0.07,False,8,1.0,8.59,0.066,0,Tier 1: Low Risk (Prime)
29,16800,RENT,4.0,PERSONAL,A,5000,6.92,1,0.3,False,7,4.0,6.92,0.298,0,Tier 2: Medium Risk (Standard)
26,72000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,10000,,0,0.14,False,3,3.0,7.33,0.139,0,Tier 1: Low Risk (Prime)
41,55000,RENT,3.0,VENTURE,A,1500,5.99,0,0.03,False,15,3.0,5.99,0.027,0,Tier 1: Low Risk (Prime)
25,120000,MORTGAGE,7.0,MEDICAL,A,4000,5.42,0,0.03,False,3,7.0,5.42,0.033,0,Tier 1: Low Risk (Prime)
23,97600,MORTGAGE,7.0,MEDICAL,A,14500,7.51,0,0.15,False,2,7.0,7.51,0.149,0,Tier 1: Low Risk (Prime)
24,48000,MORTGAGE,7.0,MEDICAL,A,12000,7.29,0,0.25,False,3,7.0,7.29,0.25,0,Tier 2: Medium Risk (Standard)
23,30000,RENT,3.0,PERSONAL,A,3600,5.99,0,0.12,False,2,3.0,5.99,0.12,0,Tier 1: Low Risk (Prime)
23,41000,RENT,7.0,EDUCATION,A,4700,7.9,0,0.11,False,4,7.0,7.9,0.115,0,Tier 1: Low Risk (Prime)
25,47700,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12375,7.9,0,0.26,False,4,1.0,7.9,0.259,0,Tier 2: Medium Risk (Standard)
25,86004,MORTGAGE,3.0,PERSONAL,A,15000,6.91,1,0.17,False,4,3.0,6.91,0.174,0,Tier 2: Medium Risk (Standard)
31,94527,RENT,7.0,HOMEIMPROVEMENT,A,11000,7.49,0,0.12,False,9,7.0,7.49,0.116,0,Tier 1: Low Risk (Prime)
29,51540,MORTGAGE,3.0,DEBTCONSOLIDATION,A,4000,5.79,0,0.08,False,7,3.0,5.79,0.078,0,Tier 1: Low Risk (Prime)
22,50000,RENT,4.0,EDUCATION,A,9350,7.49,0,0.19,False,3,4.0,7.49,0.187,0,Tier 2: Medium Risk (Standard)
26,52700,MORTGAGE,7.0,PERSONAL,A,4000,7.4,0,0.08,False,3,7.0,7.4,0.076,0,Tier 1: Low Risk (Prime)
30,100000,MORTGAGE,7.0,PERSONAL,A,1000,6.76,0,0.01,False,6,7.0,6.76,0.01,0,Tier 1: Low Risk (Prime)
22,98000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,9000,9.63,1,0.09,False,2,1.0,9.63,0.092,0,Tier 1: Low Risk (Prime)
23,60000,MORTGAGE,7.0,EDUCATION,A,10500,,0,0.17,False,4,7.0,7.33,0.175,0,Tier 2: Medium Risk (Standard)
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,False,3,3.0,8.38,0.041,0,Tier 1: Low Risk (Prime)
22,29184,OWN,,MEDICAL,A,1800,5.42,0,0.06,False,4,0.0,5.42,0.062,0,Tier 1: Low Risk (Prime)
36,22000,MORTGAGE,0.0,EDUCATION,A,8000,6.99,0,0.36,False,17,0.0,6.99,0.364,0,Tier 2: Medium Risk (Standard)
26,60000,RENT,0.0,PERSONAL,A,5000,7.14,0,0.08,False,2,0.0,7.14,0.083,0,Tier 1: Low Risk (Prime)
24,55000,RENT,8.0,PERSONAL,A,4800,6.92,0,0.09,False,3,8.0,6.92,0.087,0,Tier 1: Low Risk (Prime)
28,85000,RENT,1.0,EDUCATION,A,14400,9.07,0,0.17,False,8,1.0,9.07,0.169,0,Tier 2: Medium Risk (Standard)
30,35000,RENT,8.0,MEDICAL,A,6000,7.9,0,0.17,False,9,8.0,7.9,0.171,0,Tier 2: Medium Risk (Standard)
23,160000,MORTGAGE,7.0,DEBTCONSOLIDATION,A,15000,7.91,0,0.09,False,4,7.0,7.91,0.094,0,Tier 1: Low Risk (Prime)
22,22000,RENT,0.0,VENTURE,A,2000,7.29,0,0.09,False,3,0.0,7.29,0.091,0,Tier 1: Low Risk (Prime)
21,111000,MORTGAGE,4.0,VENTURE,A,28000,7.49,0,0.25,False,2,4.0,7.49,0.252,0,Tier 2: Medium Risk (Standard)
24,51480,MORTGAGE,7.0,MEDICAL,A,12000,7.88,0,0.23,False,2,7.0,7.88,0.233,0,Tier 2: Medium Risk (Standard)
24,14400,RENT,3.0,DEBTCONSOLIDATION,A,1800,6.92,0,0.13,False,3,3.0,6.92,0.125,0,Tier 1: Low Risk (Prime)
31,24000,OWN,1.0,HOMEIMPROVEMENT,A,1200,8.94,0,0.05,False,5,1.0,8.94,0.05,0,Tier 1: Low Risk (Prime)
30,97192,MORTGAGE,3.0,PERSONAL,A,6500,7.29,0,0.07,False,10,3.0,7.29,0.067,0,Tier 1: Low Risk (Prime)
23,114000,OWN,7.0,VENTURE,A,6000,8.49,0,0.05,False,4,7.0,8.49,0.053,0,Tier 1: Low Risk (Prime)
24,65450,RENT,7.0,DEBTCONSOLIDATION,A,9600,8.49,0,0.15,False,2,7.0,8.49,0.147,0,Tier 1: Low Risk (Prime)
25,115000,MORTGAGE,9.0,PERSONAL,A,4000,6.03,0,0.03,False,4,9.0,6.03,0.035,0,Tier 1: Low Risk (Prime)
26,29000,RENT,11.0,EDUCATION,A,6600,,0,0.23,False,3,11.0,7.33,0.228,0,Tier 2: Medium Risk (Standard)
28,140000,RENT,9.0,HOMEIMPROVEMENT,A,12000,7.88,0,0.09,False,7,9.0,7.88,0.086,0,Tier 1: Low Risk (Prime)
25,50600,OWN,3.0,PERSONAL,A,3000,7.51,0,0.06,False,2,3.0,7.51,0.059,0,Tier 1: Low Risk (Prime)
31,70000,MORTGAGE,3.0,PERSONAL,A,8400,6.91,0,0.12,False,9,3.0,6.91,0.12,0,Tier 1: Low Risk (Prime)
27,83000,MORTGAGE,11.0,EDUCATION,A,3500,6.03,0,0.04,False,5,11.0,6.03,0.042,0,Tier 1: Low Risk (Prime)
31,81000,MORTGAGE,15.0,HOMEIMPROVEMENT,A,7200,9.63,0,0.09,False,8,15.0,9.63,0.089,0,Tier 1: Low Risk (Prime)
25,49000,RENT,3.0,EDUCATION,A,1000,7.66,0,0.02,False,3,3.0,7.66,0.02,0,Tier 1: Low Risk (Prime)
29,126000,MORTGAGE,11.0,HOMEIMPROVEMENT,A,15000,7.88,0,0.12,False,8,11.0,7.88,0.119,0,Tier 1: Low Risk (Prime)
22,74476,MORTGAGE,6.0,EDUCATION,A,5000,8.49,1,0.07,False,2,6.0,8.49,0.067,0,Tier 1: Low Risk (Prime)
26,66000,RENT,10.0,PERSONAL,A,14000,6.62,0,0.21,False,3,10.0,6.62,0.212,0,Tier 2: Medium Risk (Standard)
28,28800,RENT,0.0,MEDICAL,A,4200,7.51,0,0.15,False,5,0.0,7.51,0.146,0,Tier 1: Low Risk (Prime)
23,56000,MORTGAGE,1.0,MEDICAL,A,10000,8.59,0,0.18,False,3,1.0,8.59,0.179,0,Tier 2: Medium Risk (Standard)
22,60000,MORTGAGE,1.0,EDUCATION,A,4800,7.49,0,0.08,False,3,1.0,7.49,0.08,0,Tier 1: Low Risk (Prime)
27,70000,MORTGAGE,3.0,HOMEIMPROVEMENT,A,5200,7.51,0,0.07,False,10,3.0,7.51,0.074,0,Tier 1: Low Risk (Prime)
24,95000,RENT,3.0,PERSONAL,A,12000,7.88,0,0.13,False,3,3.0,7.88,0.126,0,Tier 1: Low Risk (Prime)
22,58000,RENT,0.0,EDUCATION,A,17475,7.51,0,0.3,False,3,0.0,7.51,0.301,0,Tier 2: Medium Risk (Standard)
24,40000,OWN,6.0,EDUCATION,A,2800,8.49,0,0.07,False,4,6.0,8.49,0.07,0,Tier 1: Low Risk (Prime)
23,50000,RENT,0.0,EDUCATION,A,8000,7.49,0,0.16,False,4,0.0,7.49,0.16,0,Tier 2: Medium Risk (Standard)
35,48000,RENT,6.0,MEDICAL,A,17000,7.88,1,0.35,False,6,6.0,7.88,0.354,0,Tier 2: Medium Risk (Standard)
22,59000,MORTGAGE,4.0,EDUCATION,A,20000,6.91,0,0.34,False,4,4.0,6.91,0.339,0,Tier 2: Medium Risk (Standard)
28,59520,MORTGAGE,9.0,PERSONAL,A,5000,8.59,0,0.08,False,7,9.0,8.59,0.084,0,Tier 1: Low Risk (Prime)
26,130000,MORTGAGE,9.0,EDUCATION,A,7000,8.0,0,0.05,False,2,9.0,8.0,0.054,0,Tier 1: Low Risk (Prime)
25,30000,RENT,4.0,MEDICAL,A,7000,7.74,0,0.23,False,2,4.0,7.74,0.233,0,Tier 2: Medium Risk (Standard)
24,46000,MORTGAGE,9.0,EDUCATION,A,12000,7.88,1,0.26,False,4,9.0,7.88,0.261,0,Tier 2: Medium Risk (Standard)
25,43738,RENT,0.0,DEBTCONSOLIDATION,A,4500,5.99,0,0.1,False,3,0.0,5.99,0.103,0,Tier 1: Low Risk (Prime)
35,74000,MORTGAGE,13.0,DEBTCONSOLIDATION,A,5000,7.9,0,0.07,False,5,13.0,7.9,0.068,0,Tier 1: Low Risk (Prime)
27,67500,MORTGAGE,0.0,DEBTCONSOLIDATION,A,1000,7.4,0,0.01,False,7,0.0,7.4,0.015,0,Tier 1: Low Risk (Prime)
26,60000,MORTGAGE,0.0,PERSONAL,A,9800,7.75,0,0.16,False,3,0.0,7.75,0.163,0,Tier 2: Medium Risk (Standard)
21,21600,OWN,,VENTURE,A,7125,6.99,0,0.33,False,3,0.0,6.99,0.33,0,Tier 2: Medium Risk (Standard)
24,35000,RENT,4.0,EDUCATION,A,1850,7.12,0,0.05,False,2,4.0,7.12,0.053,0,Tier 1: Low Risk (Prime)
38,104800,MORTGAGE,6.0,HOMEIMPROVEMENT,A,14000,6.03,0,0.13,False,11,6.0,6.03,0.134,0,Tier 1: Low Risk (Prime)
30,56004,MORTGAGE,9.0,HOMEIMPROVEMENT,A,9600,5.99,0,0.17,False,6,9.0,5.99,0.171,0,Tier 2: Medium Risk (Standard)
33,40000,MORTGAGE,4.0,EDUCATION,A,5000,7.51,0,0.13,False,8,4.0,7.51,0.125,0,Tier 1: Low Risk (Prime)
33,117000,MORTGAGE,17.0,HOMEIMPROVEMENT,A,20000,6.17,0,0.17,False,6,17.0,6.17,0.171,0,Tier 2: Medium Risk (Standard)
31,90000,RENT,6.0,PERSONAL,A,9000,5.42,0,0.1,False,9,6.0,5.42,0.1,0,Tier 1: Low Risk (Prime)
23,100800,MORTGAGE,4.0,DEBTCONSOLIDATION,A,20000,7.9,0,0.2,False,4,4.0,7.9,0.198,0,Tier 2: Medium Risk (Standard)
23,32000,RENT,4.0,EDUCATION,A,6400,8.9,0,0.2,False,4,4.0,8.9,0.2,0,Tier 2: Medium Risk (Standard)
22,50000,RENT,4.0,EDUCATION,A,10000,9.32,0,0.2,False,3,4.0,9.32,0.2,0,Tier 2: Medium Risk (Standard)
23,82000,MORTGAGE,0.0,MEDICAL,A,14400,,0,0.18,False,2,0.0,7.33,0.176,0,Tier 2: Medium Risk (Standard)
23,35352,MORTGAGE,,EDUCATION,A,6500,5.42,0,0.18,False,2,0.0,5.42,0.184,0,Tier 2: Medium Risk (Standard)
26,18700,RENT,2.0,MEDICAL,A,1500,5.42,0,0.08,False,3,2.0,5.42,0.08,0,Tier 1: Low Risk (Prime)
29,60000,RENT,0.0,HOMEIMPROVEMENT,A,4000,7.88,0,0.07,False,6,0.0,7.88,0.067,0,Tier 1: Low Risk (Prime)
22,44000,MORTGAGE,2.0,PERSONAL,A,3500,5.99,0,0.08,False,2,2.0,5.99,0.08,0,Tier 1: Low Risk (Prime)
26,67000,MORTGAGE,4.0,MEDICAL,A,10400,8.9,0,0.16,False,4,4.0,8.9,0.155,0,Tier 2: Medium Risk (Standard)
34,72000,OWN,2.0,MEDICAL,A,13150,6.03,0,0.18,False,10,2.0,6.03,0.183,0,Tier 2: Medium Risk (Standard)
23,30000,MORTGAGE,8.0,VENTURE,A,4375,6.62,0,0.15,False,2,8.0,6.62,0.146,0,Tier 1: Low Risk (Prime)
23,42000,RENT,2.0,MEDICAL,A,3000,6.62,0,0.07,False,3,2.0,6.62,0.071,0,Tier 1: Low Risk (Prime)
31,8412,OWN,,PERSONAL,A,2500,7.14,1,0.3,False,8,0.0,7.14,0.297,0,Tier 2: Medium Risk (Standard)
25,54000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,13000,6.92,0,0.24,False,4,2.0,6.92,0.241,0,Tier 2: Medium Risk (Standard)
30,46500,MORTGAGE,8.0,VENTURE,A,6000,7.88,0,0.13,False,8,8.0,7.88,0.129,0,Tier 1: Low Risk (Prime)
30,98000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5000,7.14,0,0.05,False,5,2.0,7.14,0.051,0,Tier 1: Low Risk (Prime)
24,96000,MORTGAGE,8.0,HOMEIMPROVEMENT,A,35000,7.9,0,0.36,False,4,8.0,7.9,0.365,0,Tier 2: Medium Risk (Standard)
26,36000,MORTGAGE,2.0,PERSONAL,A,7000,7.49,0,0.19,False,2,2.0,7.49,0.194,0,Tier 2: Medium Risk (Standard)
28,34000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,3700,6.91,1,0.11,False,8,12.0,6.91,0.109,0,Tier 1: Low Risk (Prime)
25,49500,MORTGAGE,2.0,DEBTCONSOLIDATION,A,2400,7.51,0,0.05,False,2,2.0,7.51,0.048,0,Tier 1: Low Risk (Prime)
30,85634,MORTGAGE,4.0,PERSONAL,A,14000,7.66,0,0.16,False,8,4.0,7.66,0.163,0,Tier 2: Medium Risk (Standard)
32,47900,RENT,2.0,EDUCATION,A,11000,7.51,0,0.23,False,7,2.0,7.51,0.23,0,Tier 2: Medium Risk (Standard)
25,26000,OWN,,EDUCATION,A,10000,5.79,0,0.38,False,3,0.0,5.79,0.385,0,Tier 2: Medium Risk (Standard)
32,24000,RENT,2.0,MEDICAL,A,2500,7.74,0,0.1,False,9,2.0,7.74,0.104,0,Tier 1: Low Risk (Prime)
23,133000,MORTGAGE,2.0,EDUCATION,A,24000,,0,0.18,False,4,2.0,7.33,0.18,0,Tier 2: Medium Risk (Standard)
33,43000,RENT,2.0,EDUCATION,A,7000,7.88,0,0.16,False,6,2.0,7.88,0.163,0,Tier 2: Medium Risk (Standard)
23,56000,MORTGAGE,4.0,EDUCATION,A,3000,6.76,0,0.05,False,3,4.0,6.76,0.054,0,Tier 1: Low Risk (Prime)
31,30000,MORTGAGE,2.0,PERSONAL,A,2000,7.9,0,0.07,False,10,2.0,7.9,0.067,0,Tier 1: Low Risk (Prime)
23,69360,RENT,5.0,DEBTCONSOLIDATION,A,4000,7.74,0,0.06,False,3,5.0,7.74,0.058,0,Tier 1: Low Risk (Prime)
22,28956,RENT,2.0,VENTURE,A,3300,8.49,0,0.11,False,3,2.0,8.49,0.114,0,Tier 1: Low Risk (Prime)
29,100000,MORTGAGE,5.0,PERSONAL,A,10000,7.49,0,0.1,False,6,5.0,7.49,0.1,0,Tier 1: Low Risk (Prime)
34,36000,RENT,2.0,DEBTCONSOLIDATION,A,9500,8.59,0,0.26,False,8,2.0,8.59,0.264,0,Tier 2: Medium Risk (Standard)
21,47000,MORTGAGE,2.0,MEDICAL,A,5400,8.9,0,0.11,False,3,2.0,8.9,0.115,0,Tier 1: Low Risk (Prime)
25,80000,MORTGAGE,5.0,PERSONAL,A,18000,5.79,0,0.23,False,3,5.0,5.79,0.225,0,Tier 2: Medium Risk (Standard)
34,86100,MORTGAGE,5.0,VENTURE,A,18000,6.99,0,0.21,False,5,5.0,6.99,0.209,0,Tier 2: Medium Risk (Standard)
31,50000,MORTGAGE,5.0,VENTURE,A,2000,6.39,0,0.04,False,7,5.0,6.39,0.04,0,Tier 1: Low Risk (Prime)
24,39000,RENT,0.0,DEBTCONSOLIDATION,A,3250,8.94,1,0.08,False,2,0.0,8.94,0.083,0,Tier 1: Low Risk (Prime)
23,22800,RENT,5.0,EDUCATION,A,1775,6.99,0,0.08,False,4,5.0,6.99,0.078,0,Tier 1: Low Risk (Prime)
26,117000,MORTGAGE,4.0,VENTURE,A,14400,,0,0.12,False,4,4.0,7.33,0.123,0,Tier 1: Low Risk (Prime)
22,19728,RENT,5.0,DEBTCONSOLIDATION,A,2000,7.49,0,0.1,False,2,5.0,7.49,0.101,0,Tier 1: Low Risk (Prime)
23,29856,RENT,0.0,PERSONAL,A,10300,8.94,1,0.34,False,2,0.0,8.94,0.345,0,Tier 2: Medium Risk (Standard)
34,92000,MORTGAGE,5.0,MEDICAL,A,10000,7.51,0,0.11,False,10,5.0,7.51,0.109,0,Tier 1: Low Risk (Prime)
22,90000,RENT,5.0,VENTURE,A,2850,5.99,0,0.03,False,3,5.0,5.99,0.032,0,Tier 1: Low Risk (Prime)
21,70000,RENT,5.0,EDUCATION,A,4000,7.9,0,0.06,False,2,5.0,7.9,0.057,0,Tier 1: Low Risk (Prime)
25,63128,RENT,,VENTURE,A,1500,7.49,0,0.02,False,2,0.0,7.49,0.024,0,Tier 1: Low Risk (Prime)
23,66000,RENT,2.0,VENTURE,A,12000,,0,0.18,False,4,2.0,7.33,0.182,0,Tier 2: Medium Risk (Standard)
21,52000,RENT,5.0,EDUCATION,A,7000,7.49,0,0.13,False,4,5.0,7.49,0.135,0,Tier 1: Low Risk (Prime)
22,30000,RENT,0.0,MEDICAL,A,12000,9.32,1,0.4,False,3,0.0,9.32,0.4,0,Tier 2: Medium Risk (Standard)
26,70000,MORTGAGE,5.0,PERSONAL,A,4500,7.51,0,0.06,False,4,5.0,7.51,0.064,0,Tier 1: Low Risk (Prime)
27,75852,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4000,9.32,0,0.05,False,9,0.0,9.32,0.053,0,Tier 1: Low Risk (Prime)
25,67000,MORTGAGE,0.0,EDUCATION,A,7000,8.63,0,0.1,False,3,0.0,8.63,0.104,0,Tier 1: Low Risk (Prime)
34,65000,MORTGAGE,12.0,VENTURE,A,6000,7.14,0,0.09,False,10,12.0,7.14,0.092,0,Tier 1: Low Risk (Prime)
27,130000,RENT,0.0,MEDICAL,A,15000,,0,0.12,False,7,0.0,7.33,0.115,0,Tier 1: Low Risk (Prime)
45,32000,RENT,4.0,PERSONAL,A,4500,7.51,0,0.14,False,12,4.0,7.51,0.141,0,Tier 1: Low Risk (Prime)
21,249996,MORTGAGE,5.0,PERSONAL,A,5000,8.59,0,0.02,False,3,5.0,8.59,0.02,0,Tier 1: Low Risk (Prime)
25,50280,MORTGAGE,0.0,HOMEIMPROVEMENT,A,10000,9.63,0,0.2,False,2,0.0,9.63,0.199,0,Tier 2: Medium Risk (Standard)
23,50000,OWN,4.0,VENTURE,A,4800,5.99,0,0.1,False,3,4.0,5.99,0.096,0,Tier 1: Low Risk (Prime)
28,13500,OWN,0.0,PERSONAL,A,6700,9.63,1,0.5,False,5,0.0,9.63,0.496,0,Tier 3: High Risk (Subprime)
24,70399,RENT,0.0,DEBTCONSOLIDATION,A,1000,8.59,0,0.01,False,2,0.0,8.59,0.014,0,Tier 1: Low Risk (Prime)
24,32000,RENT,1.0,MEDICAL,A,5000,,0,0.16,False,3,1.0,7.33,0.156,0,Tier 2: Medium Risk (Standard)
24,132132,MORTGAGE,8.0,MEDICAL,A,28000,8.49,0,0.21,False,3,8.0,8.49,0.212,0,Tier 2: Medium Risk (Standard)
35,54996,RENT,12.0,HOMEIMPROVEMENT,A,20000,6.62,1,0.36,False,9,12.0,6.62,0.364,0,Tier 2: Medium Risk (Standard)
23,100000,MORTGAGE,0.0,EDUCATION,A,11000,8.49,0,0.11,False,3,0.0,8.49,0.11,0,Tier 1: Low Risk (Prime)
42,75000,RENT,12.0,HOMEIMPROVEMENT,A,14000,6.03,0,0.19,False,14,12.0,6.03,0.187,0,Tier 2: Medium Risk (Standard)
24,131004,MORTGAGE,8.0,PERSONAL,A,24000,7.49,0,0.18,False,4,8.0,7.49,0.183,0,Tier 2: Medium Risk (Standard)
21,45000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,6250,5.42,0,0.14,False,3,0.0,5.42,0.139,0,Tier 1: Low Risk (Prime)
24,425000,MORTGAGE,8.0,EDUCATION,A,10000,7.88,0,0.02,False,2,8.0,7.88,0.024,0,Tier 1: Low Risk (Prime)
22,95000,MORTGAGE,0.0,EDUCATION,A,10400,5.42,0,0.11,False,4,0.0,5.42,0.109,0,Tier 1: Low Risk (Prime)
28,33600,MORTGAGE,12.0,MEDICAL,A,3000,5.42,0,0.09,False,5,12.0,5.42,0.089,0,Tier 1: Low Risk (Prime)
24,78000,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3600,5.42,0,0.05,False,4,8.0,5.42,0.046,0,Tier 1: Low Risk (Prime)
25,67000,RENT,3.0,MEDICAL,A,7000,8.94,0,0.1,False,2,3.0,8.94,0.104,0,Tier 1: Low Risk (Prime)
31,87504,MORTGAGE,14.0,MEDICAL,A,12650,8.9,0,0.14,False,10,14.0,8.9,0.145,0,Tier 1: Low Risk (Prime)
35,33000,RENT,4.0,EDUCATION,A,7000,7.9,1,0.21,False,9,4.0,7.9,0.212,0,Tier 2: Medium Risk (Standard)
41,180000,RENT,16.0,DEBTCONSOLIDATION,A,14000,6.03,0,0.08,False,15,16.0,6.03,0.078,0,Tier 1: Low Risk (Prime)
35,45000,MORTGAGE,4.0,DEBTCONSOLIDATION,A,7500,7.29,0,0.17,False,9,4.0,7.29,0.167,0,Tier 2: Medium Risk (Standard)
22,40542,MORTGAGE,6.0,VENTURE,A,6250,,0,0.15,False,2,6.0,7.33,0.154,0,Tier 2: Medium Risk (Standard)
40,55000,RENT,14.0,HOMEIMPROVEMENT,A,18000,7.88,1,0.33,False,14,14.0,7.88,0.327,0,Tier 2: Medium Risk (Standard)
26,71040,MORTGAGE,1.0,DEBTCONSOLIDATION,A,3000,5.79,0,0.04,False,2,1.0,5.79,0.042,0,Tier 1: Low Risk (Prime)
32,39000,MORTGAGE,4.0,VENTURE,A,16700,7.51,0,0.43,False,8,4.0,7.51,0.428,0,Tier 3: High Risk (Subprime)
22,63000,MORTGAGE,6.0,EDUCATION,A,3700,5.42,0,0.06,False,4,6.0,5.42,0.059,0,Tier 1: Low Risk (Prime)
25,55000,MORTGAGE,1.0,EDUCATION,A,6400,6.03,0,0.12,False,3,1.0,6.03,0.116,0,Tier 1: Low Risk (Prime)
24,77385,RENT,6.0,DEBTCONSOLIDATION,A,9200,6.03,0,0.12,False,3,6.0,6.03,0.119,0,Tier 1: Low Risk (Prime)
25,57600,RENT,0.0,HOMEIMPROVEMENT,A,8000,7.66,0,0.14,False,2,0.0,7.66,0.139,0,Tier 1: Low Risk (Prime)
22,29004,MORTGAGE,6.0,EDUCATION,A,2500,6.91,0,0.09,False,3,6.0,6.91,0.086,0,Tier 1: Low Risk (Prime)
35,37000,OWN,1.0,EDUCATION,A,4650,6.62,0,0.13,False,8,1.0,6.62,0.126,0,Tier 1: Low Risk (Prime)
22,70000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,10000,7.29,0,0.14,False,3,6.0,7.29,0.143,0,Tier 1: Low Risk (Prime)
37,24000,RENT,4.0,MEDICAL,A,7000,6.92,0,0.29,False,14,4.0,6.92,0.292,0,Tier 2: Medium Risk (Standard)
33,140000,MORTGAGE,6.0,MEDICAL,A,13000,7.51,0,0.09,False,6,6.0,7.51,0.093,0,Tier 1: Low Risk (Prime)
30,30000,MORTGAGE,1.0,VENTURE,A,10000,6.99,0,0.33,False,5,1.0,6.99,0.333,0,Tier 2: Medium Risk (Standard)
22,68000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,16000,7.9,0,0.24,False,4,6.0,7.9,0.235,0,Tier 2: Medium Risk (Standard)
27,97200,MORTGAGE,2.0,HOMEIMPROVEMENT,A,5500,,0,0.06,False,8,2.0,7.33,0.057,0,Tier 1: Low Risk (Prime)
27,90000,MORTGAGE,6.0,MEDICAL,A,24400,8.9,0,0.27,False,10,6.0,8.9,0.271,0,Tier 2: Medium Risk (Standard)
23,46000,RENT,1.0,EDUCATION,A,7000,7.4,0,0.15,False,4,1.0,7.4,0.152,0,Tier 2: Medium Risk (Standard)
23,65000,RENT,1.0,PERSONAL,A,4000,7.49,0,0.06,False,4,1.0,7.49,0.062,0,Tier 1: Low Risk (Prime)
61,90000,RENT,1.0,MEDICAL,A,10000,5.79,0,0.11,False,20,1.0,5.79,0.111,0,Tier 1: Low Risk (Prime)
33,76248,MORTGAGE,17.0,EDUCATION,A,10400,7.66,0,0.14,False,5,17.0,7.66,0.136,0,Tier 1: Low Risk (Prime)
25,102000,MORTGAGE,3.0,DEBTCONSOLIDATION,A,11200,7.91,0,0.11,False,4,3.0,7.91,0.11,0,Tier 1: Low Risk (Prime)
34,187000,RENT,3.0,VENTURE,A,12000,7.9,0,0.06,False,10,3.0,7.9,0.064,0,Tier 1: Low Risk (Prime)
22,88620,MORTGAGE,6.0,DEBTCONSOLIDATION,A,24000,6.62,0,0.27,False,3,6.0,6.62,0.271,0,Tier 2: Medium Risk (Standard)
25,61200,MORTGAGE,1.0,PERSONAL,A,5650,7.66,0,0.09,False,4,1.0,7.66,0.092,0,Tier 1: Low Risk (Prime)
31,48000,MORTGAGE,14.0,MEDICAL,A,6600,7.14,0,0.14,False,5,14.0,7.14,0.138,0,Tier 1: Low Risk (Prime)
22,48000,RENT,1.0,PERSONAL,A,7750,7.74,0,0.16,False,2,1.0,7.74,0.161,0,Tier 2: Medium Risk (Standard)
